,Account,Opportunity_ID,Sales_Agent,SalesAgentEmailID,ContactEmailID,Deal_Stage,Product,Close_Value,Created Date,Close Date,DateDiff,Ordered_Product,Ordered_Agent
206,Konmatfix,PXQEX039,Versie Hillebrand,versie@piedpiper.com,ivana@konmatfix.com,1,MG Special,51,2016-07-25,2016-10-05,72,6,25
207,Zumgoity,OLK9LKZB,Niesha Huffines,niesha@piedpiper.com,israel@zumgoity.com,1,GTX Plus Basic,1026,2016-07-27,2016-09-15,50,2,4
208,Singletechno,OGENAT0L,Zane Levy,zane@piedpiper.com,tambra@singletechno.com,1,GTX Basic,552,2016-07-30,2016-10-11,73,4,7
209,Funholding,J7UNJFJL,Marty Freudenburg,marty@piedpiper.com,ying@funholding.com,1,MG Special,52,2016-07-30,2016-12-11,134,6,11
210,Bioplex,S8GLKDB9,Violet Mclelland,violet@piedpiper.com,cassy@bioplex.com,1,MG Special,56,2016-08-01,2016-12-17,138,6,13
212,Warephase,0IO00FNS,Darcel Schlecht,darcel@piedpiper.com,elisa@warephase.com,0,GTXPro,487,2016-08-03,2016-11-20,109,3,12
213,Nam-zim,0NO04P6C,Hayden Neloms,hayden@piedpiper.com,garfield@nam-zim.com,1,MG Special,59,2016-08-04,2016-11-30,118,6,29
214,Conecom,MZAN11FT,Anna Snelling,anna@piedpiper.com,ivory@conecom.com,1,GTX Basic,625,2016-08-05,2016-10-20,76,4,8
215,Codehow,AAR79NOO,Versie Hillebrand,versie@piedpiper.com,justine@codehow.com,1,MG Special,51,2016-08-06,2016-08-26,20,6,25
216,Stanredtax,4T31MWVO,Anna Snelling,anna@piedpiper.com,candice@stanredtax.com,1,MG Advanced,4148,2016-08-06,2016-10-13,68,1,8
217,Codehow,MV1LWRNH,Moses Frase,moses@piedpiper.com,justine@codehow.com,1,GTX Basic,588,2016-08-07,2016-10-07,61,4,24
218,Labdrill,KNY1OSAB,Maureen Marcano,maureen@piedpiper.com,halley@labdrill.com,1,GTXPro,4899,2016-08-08,2016-10-08,61,3,28
219,Kan-code,25YKPHX8,Donn Cantrell,donn@piedpiper.com,kenton@kan-code.com,1,GTX Basic,462,2016-08-09,2016-11-29,112,4,2
220,Hottechi,40DPY158,Markita Hansen,markita@piedpiper.com,juliette@hottechi.com,1,MG Special,47,2016-08-09,2016-11-08,91,6,1
221,Xx-holding,FKAFO8O9,Kary Hendrixson,kary@piedpiper.com,shemeka@xx-holding.com,1,MG Special,51,2016-08-11,2016-09-16,36,6,9
222,Domzoom,JQBJMETQ,Darcel Schlecht,darcel@piedpiper.com,tanja@domzoom.com,1,MG Special,49,2016-08-12,2016-11-27,107,6,12
223,Finhigh,D40N5I9Y,Darcel Schlecht,darcel@piedpiper.com,mellie@finhigh.com,1,GTXPro,4739,2016-08-12,2016-10-06,55,3,12
224,Toughzap,ZWH8FXY3,Marty Freudenburg,marty@piedpiper.com,sherman@toughzap.com,1,GTX Basic,508,2016-08-14,2016-10-27,74,4,11
225,Sonron,O6T5WC3W,Hayden Neloms,hayden@piedpiper.com,ashlie@sonron.com,1,GTX Plus Basic,1108,2016-08-16,2016-10-14,59,2,29
226,Yearin,6XFVQI32,Donn Cantrell,donn@piedpiper.com,vella@yearin.com,1,MG Advanced,3415,2016-08-21,2016-12-03,104,1,2
227,Codehow,3EL8D4WO,Darcel Schlecht,darcel@piedpiper.com,justine@codehow.com,1,MG Advanced,3269,2016-08-21,2016-09-21,31,1,12
229,Ontomedia,G1QGATKV,Cassey Cress,cassey@piedpiper.com,nedra@ontomedia.com,1,GTX Plus Pro,5425,2016-08-24,2016-08-30,6,5,10
230,Toughzap,J7N8J8NM,Darcel Schlecht,darcel@piedpiper.com,sherman@toughzap.com,1,MG Advanced,3358,2016-08-25,2016-09-23,29,1,12
231,Hatfan,5WJZMULK,Maureen Marcano,maureen@piedpiper.com,tyron@hatfan.com,1,GTX Plus Basic,979,2016-08-26,2016-09-17,22,2,28
233,Singletechno,8KJ3H262,Elease Gluck,elease@piedpiper.com,tambra@singletechno.com,1,MG Special,65,2016-08-26,2016-10-27,62,6,14
234,Kinnamplus,VOAN1NXG,Donn Cantrell,donn@piedpiper.com,monte@kinnamplus.com,1,GTX Basic,579,2016-08-26,2016-10-15,50,4,2
236,Ron-tech,A0ANOYPF,Darcel Schlecht,darcel@piedpiper.com,kelly@ron-tech.com,1,GTXPro,4891,2016-08-27,2016-09-03,7,3,12
237,Plexzap,ZC3KKSUK,James Ascencio,james@piedpiper.com,titus@plexzap.com,1,GTXPro,5040,2016-08-27,2016-10-06,40,3,22
239,Umbrella Corporation,L8CHRJ2B,Cassey Cress,cassey@piedpiper.com,orpha@umbrellacorporation.com,1,MG Advanced,4200,2016-08-28,2016-11-01,65,1,10
240,Gekko & Co,7JVTTVCO,Violet Mclelland,violet@piedpiper.com,krystle@gekko&co.com,1,GTX Basic,564,2016-08-28,2016-11-08,72,4,13
241,Mathtouch,OXL0YWEE,Violet Mclelland,violet@piedpiper.com,loise@mathtouch.com,1,GTX Basic,504,2016-08-29,2016-12-29,122,4,13
242,Zencorporation,NQU62K1H,Donn Cantrell,donn@piedpiper.com,rosalyn@zencorporation.com,1,GTX Basic,605,2016-08-29,2016-09-10,12,4,2
243,Zathunicon,A76M0OOH,Reed Clapper,reed@piedpiper.com,williemae@zathunicon.com,1,GTX Plus Basic,978,2016-09-01,2016-11-25,85,2,19
244,Kan-code,VF1V41RI,Markita Hansen,markita@piedpiper.com,kenton@kan-code.com,0,MG Special,61,2016-09-01,2016-12-24,114,6,1
245,Zoomit,93AGN8A6,Markita Hansen,markita@piedpiper.com,laveta@zoomit.com,1,GTX Basic,576,2016-09-03,2016-09-14,11,4,1
246,dambase,37JFKD4I,Niesha Huffines,niesha@piedpiper.com,darwin@dambase.com,1,GTX Plus Basic,1033,2016-09-07,2016-12-01,85,2,4
247,Konex,V9E582SK,Garret Kinder,garret@piedpiper.com,delila@konex.com,1,GTX Basic,469,2016-09-07,2016-09-10,3,4,6
248,Rundofase,G4F8W039,Anna Snelling,anna@piedpiper.com,crista@rundofase.com,1,GTX Plus Pro,5459,2016-09-07,2016-12-19,103,5,8
249,Silis,6XO4RYXK,Donn Cantrell,donn@piedpiper.com,zulema@silis.com,1,GTX Plus Basic,1132,2016-09-09,2016-11-11,63,2,2
250,Blackzim,0ZHLQFGU,Kami Bicknell,kami@piedpiper.com,riley@blackzim.com,1,GTXPro,4839,2016-09-10,2016-11-26,77,3,16
251,Ontomedia,F2PW7WP2,Violet Mclelland,violet@piedpiper.com,nedra@ontomedia.com,1,MG Special,47,2016-09-11,2016-10-02,21,6,13
252,Dontechi,I043RXJV,Moses Frase,moses@piedpiper.com,kristle@dontechi.com,0,GTX Plus Basic,46,2016-09-13,2016-11-24,72,2,24
253,Zotware,2HFLKREC,Cassey Cress,cassey@piedpiper.com,shella@zotware.com,1,MG Advanced,3665,2016-09-14,2016-11-04,51,1,10
254,Sonron,3F5MZNEH,Rosalina Dieter,rosalina@piedpiper.com,ashlie@sonron.com,0,MG Special,1232,2016-09-15,2016-12-24,100,6,20
255,Dontechi,QHI8WRIA,Darcel Schlecht,darcel@piedpiper.com,kristle@dontechi.com,1,GTXPro,4511,2016-09-15,2016-11-02,48,3,12
257,Finjob,4T295XQL,Kami Bicknell,kami@piedpiper.com,belinda@finjob.com,1,MG Advanced,3295,2016-09-18,2016-11-30,73,1,16
258,Vehement Capital Partners,9R8JWY3J,Donn Cantrell,donn@piedpiper.com,lavonia@vehementcapitalpartners.com,1,GTXPro,4998,2016-09-19,2016-12-13,85,3,2
259,Gogozoom,8SOQADK7,Anna Snelling,anna@piedpiper.com,salina@gogozoom.com,0,MG Special,517,2016-09-20,2016-10-29,39,6,8
260,Condax,I93ZFHEM,Versie Hillebrand,versie@piedpiper.com,golda@condax.com,1,MG Special,62,2016-09-20,2016-12-29,100,6,25
262,Betatech,SKY95DVG,Anna Snelling,anna@piedpiper.com,genie@betatech.com,0,MG Special,50,2016-09-21,2016-10-13,22,6,8
263,Cancity,9SLYC4TR,Gladys Colclough,gladys@piedpiper.com,faviola@cancity.com,1,MG Special,56,2016-09-23,2016-11-02,40,6,3
264,Rundofase,2DKO9X1T,Jonathan Berthelot,jonathan@piedpiper.com,crista@rundofase.com,0,GTX Basic,46,2016-09-24,2016-10-25,31,4,18
265,Acme Corporation,N4SD17JR,Reed Clapper,reed@piedpiper.com,cuc@acmecorporation.com,1,GTX Basic,556,2016-09-25,2016-12-10,76,4,19
266,Cancity,88POGNEL,Gladys Colclough,gladys@piedpiper.com,faviola@cancity.com,0,GTX Plus Basic,61,2016-09-27,2016-11-09,43,2,3
267,Cheers,MRXZTMM6,Kary Hendrixson,kary@piedpiper.com,robbie@cheers.com,1,GTX Basic,515,2016-09-28,2016-10-31,33,4,9
269,Codehow,CBAV8ZJL,Lajuana Vencill,lajuana@piedpiper.com,justine@codehow.com,1,GTX Basic,547,2016-09-30,2016-10-28,28,4,0
272,Xx-holding,S33WRL0Y,Zane Levy,zane@piedpiper.com,shemeka@xx-holding.com,1,GTXPro,4818,2016-10-04,2017-02-27,146,3,7
273,Bioholding,NL3JZH1Z,Anna Snelling,anna@piedpiper.com,bryan@bioholding.com,1,MG Special,53,2016-10-05,2016-12-16,72,6,8
274,Plusstrip,3SF8O9S6,Vicki Laflamme,vicki@piedpiper.com,deanne@plusstrip.com,1,MG Special,60,2016-10-05,2017-12-22,443,6,15
275,Isdom,TWF0J0DF,Cecily Lampkin,cecily@piedpiper.com,corrinne@isdom.com,1,GTX Plus Pro,5882,2016-10-05,2017-10-04,364,5,26
276,Hatfan,JUUXF02Z,Kary Hendrixson,kary@piedpiper.com,tyron@hatfan.com,1,GTXPro,4694,2016-10-06,2017-02-28,145,3,9
277,Donquadtech,5QD53WHF,Daniell Hammack,daniell@piedpiper.com,malissa@donquadtech.com,1,GTX Plus Basic,1020,2016-10-06,2016-10-26,20,2,5
278,Dalttechnology,TJ6ZA1M3,Kary Hendrixson,kary@piedpiper.com,nelia@dalttechnology.com,0,GTX Basic,2000,2016-10-08,2017-07-23,288,4,9
279,Ganjaflex,2X45BEOS,Cassey Cress,cassey@piedpiper.com,somer@ganjaflex.com,1,GTX Plus Basic,1186,2016-10-08,2017-10-10,367,2,10
280,Fasehatice,JJXRR8R6,James Ascencio,james@piedpiper.com,hsiu@fasehatice.com,0,GTX Plus Pro,500,2016-10-12,2017-08-05,297,5,22
282,Treequote,LGI8QEC2,Moses Frase,moses@piedpiper.com,benny@treequote.com,1,GTX Basic,583,2016-10-14,2017-10-07,358,4,24
283,Donquadtech,6WOMHAJM,Boris Faz,boris@piedpiper.com,malissa@donquadtech.com,1,MG Advanced,3677,2016-10-16,2016-12-22,67,1,23
284,Plusstrip,GS1QVWCR,Kami Bicknell,kami@piedpiper.com,deanne@plusstrip.com,1,GTX Basic,566,2016-10-17,2017-03-10,144,4,16
285,Stanredtax,ZPYD4T9W,Versie Hillebrand,versie@piedpiper.com,candice@stanredtax.com,1,MG Special,43,2016-10-19,2016-11-25,37,6,25
286,Funholding,ONYNTUCG,Darcel Schlecht,darcel@piedpiper.com,ying@funholding.com,0,GTXPro,537,2016-10-20,2017-10-01,346,3,12
287,Sumace,5I4K5TQE,Cassey Cress,cassey@piedpiper.com,ursula@sumace.com,0,GTX Plus Pro,4694,2016-10-20,2017-02-24,127,5,10
288,Treequote,6PTR7VBR,Versie Hillebrand,versie@piedpiper.com,benny@treequote.com,1,MG Special,61,2016-10-24,2016-11-22,29,6,25
289,Rangreen,B8E0UUZR,Darcel Schlecht,darcel@piedpiper.com,darrel@rangreen.com,1,GTXPro,4829,2016-10-25,2017-03-17,143,3,12
290,Kan-code,CRLK4Z1P,Maureen Marcano,maureen@piedpiper.com,kenton@kan-code.com,1,GTX Basic,524,2016-10-27,2017-02-08,104,4,28
291,Finjob,XY42936P,Maureen Marcano,maureen@piedpiper.com,belinda@finjob.com,1,GTX Plus Basic,1180,2016-10-28,2017-04-17,171,2,28
293,Sunnamplex,QZ3VV4C1,Kary Hendrixson,kary@piedpiper.com,maxie@sunnamplex.com,1,GTXPro,4719,2016-10-30,2017-04-03,155,3,9
294,Statholdings,Q3WLHRE9,Darcel Schlecht,darcel@piedpiper.com,verna@statholdings.com,1,GTX Basic,463,2016-11-01,2017-12-18,412,4,12
295,Codehow,62AK8UWX,Moses Frase,moses@piedpiper.com,justine@codehow.com,1,GTX Basic,546,2016-11-01,2017-04-22,172,4,24
296,Conecom,DUHE9FLY,Marty Freudenburg,marty@piedpiper.com,ivory@conecom.com,1,GTXPro,4926,2016-11-03,2017-09-22,323,3,11
297,Goodsilron,3TYPII47,Kami Bicknell,kami@piedpiper.com,claribel@goodsilron.com,1,GTX Plus Basic,1207,2016-11-08,2017-11-04,361,2,16
298,Condax,L1R32S8H,Corliss Cosme,corliss@piedpiper.com,golda@condax.com,1,GTX Plus Pro,5228,2016-11-08,2017-10-01,327,5,21
299,Ron-tech,MFX2LR1Q,Lajuana Vencill,lajuana@piedpiper.com,kelly@ron-tech.com,1,MG Advanced,3573,2016-11-09,2017-03-04,115,1,0
300,Singletechno,NN4DWBVN,Maureen Marcano,maureen@piedpiper.com,tambra@singletechno.com,0,GTXPro,50,2016-11-09,2016-12-27,48,3,28
301,Konmatfix,CZVN09WN,Darcel Schlecht,darcel@piedpiper.com,ivana@konmatfix.com,1,GTX Plus Basic,1170,2016-11-12,2016-11-22,10,2,12
302,Plussunin,DSBGHOPN,Daniell Hammack,daniell@piedpiper.com,terry@plussunin.com,0,MG Special,1232,2016-11-13,2017-07-26,255,6,5
304,Finjob,09YE9QOV,Hayden Neloms,hayden@piedpiper.com,belinda@finjob.com,1,MG Advanced,3393,2016-11-15,2017-06-14,211,1,29
305,Warephase,ADRB8OMB,Darcel Schlecht,darcel@piedpiper.com,elisa@warephase.com,1,GTX Basic,561,2016-11-15,2017-04-04,140,4,12
306,Isdom,9X6V79KE,Versie Hillebrand,versie@piedpiper.com,corrinne@isdom.com,1,GTX Plus Pro,6282,2016-11-17,2017-03-16,119,5,25
307,Konex,MOLGOSGE,Kary Hendrixson,kary@piedpiper.com,delila@konex.com,1,GTX Plus Pro,5515,2016-11-19,2017-12-09,385,5,9
308,Plussunin,UQ14O415,Donn Cantrell,donn@piedpiper.com,terry@plussunin.com,1,GTXPro,5059,2016-11-21,2017-09-29,312,3,2
309,Isdom,Z063OYW0,Darcel Schlecht,darcel@piedpiper.com,corrinne@isdom.com,1,GTXPro,4514,2016-11-22,2017-06-08,198,3,12
311,Betatech,RP5PS9A5,Lajuana Vencill,lajuana@piedpiper.com,genie@betatech.com,1,MG Special,56,2016-11-25,2017-11-14,354,6,0
312,Condax,UK0LEZRJ,Kary Hendrixson,kary@piedpiper.com,golda@condax.com,1,GTX Basic,532,2016-11-26,2017-06-07,193,4,9
313,Singletechno,BOJSLNDG,Kami Bicknell,kami@piedpiper.com,tambra@singletechno.com,1,MG Advanced,3388,2016-11-26,2017-01-21,56,1,16
314,Dontechi,NMDMM5YJ,Moses Frase,moses@piedpiper.com,kristle@dontechi.com,1,GTX Basic,615,2016-11-26,2017-10-09,317,4,24
315,Bioplex,7FQMSWIX,Corliss Cosme,corliss@piedpiper.com,cassy@bioplex.com,1,MG Special,62,2016-11-27,2017-06-24,209,6,21
316,Treequote,2LP5SUR5,Lajuana Vencill,lajuana@piedpiper.com,benny@treequote.com,0,GTX Basic,561,2016-11-27,2017-10-26,333,4,0
317,Silis,WDHNR2EI,Violet Mclelland,violet@piedpiper.com,zulema@silis.com,1,MG Special,57,2016-11-27,2017-12-13,381,6,13
318,Faxquote,WI4PODA2,Kary Hendrixson,kary@piedpiper.com,gaylord@faxquote.com,1,GTX Plus Pro,5256,2016-11-27,2017-08-15,261,5,9
320,Isdom,6JXHEZYK,Versie Hillebrand,versie@piedpiper.com,corrinne@isdom.com,1,MG Special,54,2016-11-28,2017-01-30,63,6,25
321,Conecom,97UN20YY,Darcel Schlecht,darcel@piedpiper.com,ivory@conecom.com,1,MG Advanced,3725,2016-11-30,2017-09-13,287,1,12
322,Ron-tech,45A57X68,Darcel Schlecht,darcel@piedpiper.com,kelly@ron-tech.com,1,GTX Plus Pro,5522,2016-12-03,2017-08-20,260,5,12
323,Green-Plus,TO7PGVP1,Elease Gluck,elease@piedpiper.com,lavone@green-plus.com,0,GTX Plus Pro,590,2016-12-03,2016-12-26,23,5,14
324,Initech,7LE19SYE,Cassey Cress,cassey@piedpiper.com,alejandro@initech.com,1,MG Advanced,3463,2016-12-04,2017-06-04,182,1,10
325,Y-corporation,LPZLQL48,Vicki Laflamme,vicki@piedpiper.com,rosanne@y-corporation.com,1,GTX Basic,492,2016-12-04,2017-12-17,378,4,15
326,Finhigh,IU8V0BZK,Marty Freudenburg,marty@piedpiper.com,mellie@finhigh.com,1,GTX Plus Basic,903,2016-12-05,2017-09-08,277,2,11
327,Silis,WPB2SLIG,Donn Cantrell,donn@piedpiper.com,zulema@silis.com,1,GTX Plus Pro,5585,2016-12-05,2017-07-05,212,5,2
328,Globex Corporation,051QTX8Z,Niesha Huffines,niesha@piedpiper.com,yolando@globexcorporation.com,1,GTX Plus Basic,1080,2016-12-05,2017-01-22,48,2,4
329,Plexzap,EH6I67I0,James Ascencio,james@piedpiper.com,titus@plexzap.com,1,GTX Basic,537,2016-12-05,2016-12-29,24,4,22
330,Bioplex,TODG6DEK,Daniell Hammack,daniell@piedpiper.com,cassy@bioplex.com,1,GTX Basic,639,2016-12-07,2017-08-15,251,4,5
331,Donware,8IXBS90G,Rosie Papadopoulos,rosie@piedpiper.com,eleonore@donware.com,1,MG Special,60,2016-12-07,2017-06-09,184,6,17
332,Globex Corporation,BADC6A9H,Darcel Schlecht,darcel@piedpiper.com,yolando@globexcorporation.com,1,GTX Basic,516,2016-12-08,2017-12-20,377,4,12
333,Finhigh,GD2OCW12,Darcel Schlecht,darcel@piedpiper.com,mellie@finhigh.com,1,GTX Basic,514,2016-12-09,2017-01-17,39,4,12
334,Domzoom,5QM4ORNT,Niesha Huffines,niesha@piedpiper.com,tanja@domzoom.com,1,GTX Plus Basic,1212,2016-12-09,2016-12-28,19,2,4
335,Donquadtech,MWWB44CC,Reed Clapper,reed@piedpiper.com,malissa@donquadtech.com,1,GTX Plus Basic,950,2016-12-10,2017-09-25,289,2,19
337,Dontechi,N5AZLQZR,Gladys Colclough,gladys@piedpiper.com,kristle@dontechi.com,1,GTX Plus Pro,5533,2016-12-12,2017-07-23,223,5,3
338,Hatfan,MOPWEMB5,Vicki Laflamme,vicki@piedpiper.com,tyron@hatfan.com,1,GTXPro,4907,2016-12-13,2017-12-08,360,3,15
339,Nam-zim,BXXMA7F3,Hayden Neloms,hayden@piedpiper.com,garfield@nam-zim.com,0,MG Advanced,4694,2016-12-14,2017-07-16,214,1,29
340,Funholding,TZCAQWL3,Darcel Schlecht,darcel@piedpiper.com,ying@funholding.com,0,GTXPro,1000,2016-12-15,2017-10-05,294,3,12
341,Plussunin,5D2XH04S,Reed Clapper,reed@piedpiper.com,terry@plussunin.com,1,MG Special,57,2016-12-16,2017-07-17,213,6,19
342,Warephase,X6GL64T5,Gladys Colclough,gladys@piedpiper.com,elisa@warephase.com,1,GTXPro,4891,2016-12-16,2017-12-02,351,3,3
344,Zoomit,SBCR987L,Kami Bicknell,kami@piedpiper.com,laveta@zoomit.com,1,GTX Basic,590,2016-12-18,2017-07-20,214,4,16
345,Opentech,JZOKHHWN,Donn Cantrell,donn@piedpiper.com,paola@opentech.com,1,GTX Plus Basic,1037,2016-12-18,2017-05-07,140,2,2
346,Rangreen,XA184CMW,Marty Freudenburg,marty@piedpiper.com,darrel@rangreen.com,1,GTX Plus Pro,5787,2016-12-19,2017-08-29,253,5,11
347,J-Texon,9ME3374G,Vicki Laflamme,vicki@piedpiper.com,winston@j-texon.com,1,MG Special,57,2016-12-20,2016-12-24,4,6,15
348,Labdrill,G0ECB8FS,Kary Hendrixson,kary@piedpiper.com,halley@labdrill.com,1,GTXPro,5100,2016-12-20,2017-01-20,31,3,9
350,Silis,18Y7GRPW,Garret Kinder,garret@piedpiper.com,zulema@silis.com,1,GTX Plus Pro,5918,2016-12-24,2017-12-14,355,5,6
351,Konmatfix,F57JWIDF,Gladys Colclough,gladys@piedpiper.com,ivana@konmatfix.com,1,GTX Plus Basic,970,2016-12-25,2017-05-27,153,2,3
352,Vehement Capital Partners,C5K2JP1H,Violet Mclelland,violet@piedpiper.com,lavonia@vehementcapitalpartners.com,1,GTX Plus Basic,1014,2016-12-28,2017-09-25,271,2,13
353,Zoomit,XUSUEAV7,Elease Gluck,elease@piedpiper.com,laveta@zoomit.com,1,GTK 500,25897,2016-12-28,2017-05-24,147,0,14
354,Gekko & Co,14PM641K,Cassey Cress,cassey@piedpiper.com,krystle@gekko&co.com,1,GTX Plus Basic,1152,2016-12-29,2017-11-26,332,2,10
355,Lexiqvolax,OGD4MDJ9,Maureen Marcano,maureen@piedpiper.com,darryl@lexiqvolax.com,1,GTX Plus Basic,891,2016-12-30,2017-12-04,339,2,28
356,Isdom,EZLXL6GL,Moses Frase,moses@piedpiper.com,corrinne@isdom.com,1,MG Special,58,2016-12-30,2017-12-09,344,6,24
357,Cancity,3X8VLQ5G,Jonathan Berthelot,jonathan@piedpiper.com,faviola@cancity.com,1,GTX Basic,469,2016-12-31,2017-09-27,270,4,18
358,Conecom,JHJEQ1U3,Niesha Huffines,niesha@piedpiper.com,ivory@conecom.com,1,GTX Plus Pro,5604,2017-01-01,2017-01-24,23,5,4
359,Codehow,NY9ARKRE,Marty Freudenburg,marty@piedpiper.com,justine@codehow.com,1,MG Special,51,2017-01-01,2017-06-04,154,6,11
360,Cheers,VH78FLDN,Zane Levy,zane@piedpiper.com,robbie@cheers.com,0,GTXPro,1180,2017-01-01,2017-01-11,10,3,7
361,Blackzim,HRV9DSYF,Vicki Laflamme,vicki@piedpiper.com,riley@blackzim.com,1,GTX Basic,545,2017-01-01,2017-10-20,292,4,15
362,Donware,AKT5EF0X,Reed Clapper,reed@piedpiper.com,eleonore@donware.com,1,GTX Basic,572,2017-01-01,2017-02-20,50,4,19
363,Zathunicon,0UDLH6I3,Garret Kinder,garret@piedpiper.com,williemae@zathunicon.com,0,GTX Basic,561,2017-01-01,2017-05-15,134,4,6
364,Plusstrip,YGL1F8K1,Vicki Laflamme,vicki@piedpiper.com,deanne@plusstrip.com,1,MG Special,56,2017-01-01,2017-07-28,208,6,15
365,Ontomedia,AWVSWBQV,Daniell Hammack,daniell@piedpiper.com,nedra@ontomedia.com,0,GTX Basic,1232,2017-01-01,2017-11-07,310,4,5
366,Kinnamplus,N6185PK0,Wilburn Farren,wilburn@piedpiper.com,monte@kinnamplus.com,1,GTX Basic,525,2017-01-01,2017-12-31,364,4,27
367,Genco Pura Olive Oil Company,OJBBZHM4,Anna Snelling,anna@piedpiper.com,karole@gencopuraoliveoilcompany.com,1,GTX Basic,497,2017-01-01,2017-08-07,218,4,8
368,Xx-zobam,POLWB0UX,Corliss Cosme,corliss@piedpiper.com,vanessa@xx-zobam.com,1,GTXPro,4687,2017-01-01,2017-07-10,190,3,21
371,Conecom,6FUPOO3I,Gladys Colclough,gladys@piedpiper.com,ivory@conecom.com,1,MG Advanced,3865,2017-01-01,2017-08-14,225,1,3
372,Domzoom,6178B4JM,Anna Snelling,anna@piedpiper.com,tanja@domzoom.com,1,GTX Plus Basic,962,2017-01-01,2017-03-17,75,2,8
373,Rundofase,715TBGPE,Darcel Schlecht,darcel@piedpiper.com,crista@rundofase.com,0,GTXPro,2000,2017-01-01,2017-08-26,237,3,12
374,Konex,M10S36W3,Wilburn Farren,wilburn@piedpiper.com,delila@konex.com,1,GTX Plus Pro,5559,2017-01-01,2017-12-02,335,5,27
376,Ontomedia,IS8Z2CQA,Reed Clapper,reed@piedpiper.com,nedra@ontomedia.com,1,GTXPro,4434,2017-01-01,2017-12-22,355,3,19
378,Y-corporation,6PHF576T,Markita Hansen,markita@piedpiper.com,rosanne@y-corporation.com,0,GTXPro,300,2017-01-01,2017-03-16,74,3,1
379,Xx-zobam,UZTMM5MG,Garret Kinder,garret@piedpiper.com,vanessa@xx-zobam.com,0,GTXPro,4667,2017-01-01,2017-10-03,275,3,6
381,Betatech,ENGMZL6Y,Darcel Schlecht,darcel@piedpiper.com,genie@betatech.com,1,GTXPro,4817,2017-01-01,2017-03-30,88,3,12
382,Cancity,GSPDR7BH,Versie Hillebrand,versie@piedpiper.com,faviola@cancity.com,1,GTX Basic,672,2017-01-01,2017-06-18,168,4,25
383,Newex,9N7LHW38,Kami Bicknell,kami@piedpiper.com,pedro@newex.com,0,GTXPro,4694,2017-01-01,2017-08-19,230,3,16
384,Gekko & Co,EKXXH9IK,Daniell Hammack,daniell@piedpiper.com,krystle@gekko&co.com,1,GTX Plus Basic,1267,2017-01-01,2017-07-16,196,2,5
386,dambase,FRNGLIYS,Anna Snelling,anna@piedpiper.com,darwin@dambase.com,1,MG Special,66,2017-01-01,2017-03-13,71,6,8
387,Cheers,KKOU11ZD,Kary Hendrixson,kary@piedpiper.com,robbie@cheers.com,1,GTX Plus Basic,1195,2017-01-01,2017-06-02,152,2,9
388,Betatech,L8D22SSW,Darcel Schlecht,darcel@piedpiper.com,genie@betatech.com,1,MG Advanced,3822,2017-01-02,2017-03-23,80,1,12
389,Bluth Company,2AGLONC4,Donn Cantrell,donn@piedpiper.com,antionette@bluthcompany.com,1,GTXPro,5621,2017-01-02,2017-03-19,76,3,2
390,Conecom,87MEZS8G,Darcel Schlecht,darcel@piedpiper.com,ivory@conecom.com,1,GTXPro,4311,2017-01-02,2017-04-26,114,3,12
391,Acme Corporation,3DKK3JF3,Reed Clapper,reed@piedpiper.com,cuc@acmecorporation.com,0,GTX Basic,1000,2017-01-02,2017-05-08,126,4,19
392,Genco Pura Olive Oil Company,RR5AMWPQ,Versie Hillebrand,versie@piedpiper.com,karole@gencopuraoliveoilcompany.com,0,MG Special,1037,2017-01-02,2017-08-21,231,6,25
393,Ontomedia,HYCELUAD,Garret Kinder,garret@piedpiper.com,nedra@ontomedia.com,1,GTX Plus Pro,5946,2017-01-02,2017-10-17,288,5,6
394,Acme Corporation,2PCPSBP9,Reed Clapper,reed@piedpiper.com,cuc@acmecorporation.com,0,GTX Basic,1232,2017-01-02,2017-09-03,244,4,19
395,Goodsilron,BLFMYCVF,Markita Hansen,markita@piedpiper.com,claribel@goodsilron.com,1,MG Special,57,2017-01-02,2017-12-28,360,6,1
396,Kinnamplus,EMIAKHPF,Donn Cantrell,donn@piedpiper.com,monte@kinnamplus.com,1,GTX Plus Pro,5051,2017-01-02,2017-04-13,101,5,2
397,Acme Corporation,3KVXBQ5V,Boris Faz,boris@piedpiper.com,cuc@acmecorporation.com,0,GTX Plus Basic,300,2017-01-02,2017-09-26,267,2,23
398,Hatfan,BABQISCH,Kami Bicknell,kami@piedpiper.com,tyron@hatfan.com,0,GTX Basic,1054,2017-01-02,2017-07-31,210,4,16
399,Stanredtax,RNCYPVJO,Gladys Colclough,gladys@piedpiper.com,candice@stanredtax.com,1,MG Advanced,2970,2017-01-02,2017-09-07,248,1,3
401,Massive Dynamic,BZNGP0DN,Reed Clapper,reed@piedpiper.com,gertrude@massivedynamic.com,1,MG Special,53,2017-01-02,2017-10-02,273,6,19
402,Sunnamplex,GJQFUUWI,James Ascencio,james@piedpiper.com,maxie@sunnamplex.com,1,MG Advanced,3260,2017-01-02,2017-12-26,358,1,22
403,Funholding,8N3GXBI5,Jonathan Berthelot,jonathan@piedpiper.com,ying@funholding.com,1,GTX Plus Basic,1148,2017-01-02,2017-05-16,134,2,18
